title,category,date
物理奧林匹亞競賽　台灣奪3金2銀「國際排名第5」,生活,2023/07/17 18:04
前天開始發燒、咳嗽　陳時中坦言「已採檢」：我也懷疑有病毒,生活,2021/01/16 22:34
掀起台灣Outlet熱　MITSUI OUTLET PARK三井深耕台灣獲肯定,生活,2022/02/21 23:24
可以打莫德納了？　陳時中回應「加購2000萬劑」時間點曝光,生活,2021/08/11 20:01
快訊／大樂透3.6億一注獨得　億萬富翁「誕生台中」,生活,2021/06/22 22:14
「一條龍阿伯」不改身份證字號了　婉拒市府美意...親揭背後原因,生活,2020/07/10 21:12
館長挺郭彥均　王浩宇突開炮「肌肉男的品牌」：沒什麼好騙的,生活,2022/05/30 23:47
民進黨大選輸慘！館長臉書「嗨喊1字」　粉絲：可以回嗆側翼了,生活,2022/11/26 21:47
郭台銘捐1萬件防護衣、隔離衣　「專車急送屏東」助抗Delta病毒,生活,2021/06/27 22:05
案24北部婦群聚結案「感染源未明」　醫師：疫調有極限「再找浪費力氣」,生活,2020/02/26 22:09
染疫護理師全家4人隔離！　父親、哥哥流鼻水住院隔離,生活,2021/01/16 22:30
副縣長脫口「彰中人是哈巴狗」！學生會聲明反擊　要求錄影道歉,生活,2021/12/15 23:35
在學校「買到1物」驚呆大四學姊　男大生苦等：常補貨完搶光,生活,2023/03/27 20:47
業績狂掉9成！老闆娘霸氣「煮火鍋送醫院」：外送員不敢來，我來,生活,2021/06/02 21:08
農曆7月怕鬼？　專家揭好兄弟只有「巴掌大小」：祂們更怕你,生活,2023/08/21 19:30
第一層85名接觸者「漏夜採檢」　陳時中喊話：不用太過恐慌,生活,2021/12/09 21:39
自閉兒爸自責「曾想一了百了」　賈靜雯展現同理心為愛奇兒發聲,生活,2021/09/13 20:23
深U正妹穿超緊身小背心逛超市　踮腳拿貨「半球狂晃」畫面瘋傳,生活,2021/06/27 23:26
牛仔褲變成老人穿著？年輕人曝「改買這4種褲子」：好看透氣又舒服,生活,2023/10/07 19:46
萬聖節最恐怖裝扮！2童手握棉棒「快篩2條線」　逼真模樣讓人嚇壞,生活,2022/10/22 21:53
Apple稱「醫院有道歉」又炎上　白色天空：馬偕欠醫護一個道歉,生活,2023/02/28 23:46
家暴母求稚兒法庭說謊「否則媽去死」！律師聽這句回應秒心寒,生活,2023/02/11 22:41
快訊／又一老店歇業！台南70年「松仔腳燒烤」說再見　網大喊不捨,生活,2022/05/30 18:22
中研院染疫女曾被實驗鼠咬？　張上淳：操作包含英國變異株與其他,生活,2021/12/09 21:48
黃世傑自爆被請假！台大仁醫不忍了「揭真實為人」：何必淌渾水,生活,2021/07/02 21:51
快訊／又有學校淪陷！中正大學1學生確診　「全棟消毒」調查足跡,生活,2022/04/06 23:55
「天網」全抓到！落跑者跨年偷聽演唱會　指揮中心：春節可能重啟,生活,2021/01/01 21:34
桃園女學生「左看來車」詭異狂奔！男友秒放手　客運急煞險撞,生活,2022/06/30 22:45
曾和「屏東Delta確診者」接觸！新北市緊急採檢2人「1人結果出爐」,生活,2021/06/27 18:44
台鐵拚轉型獨資國營公司　短期債務擬以2方式承接,生活,2022/02/21 19:43
快訊／高鐵又出事！1326車次「集電弓自動下降」　南港-左營列車誤點,生活,2023/03/05 20:54
快訊／桂冠湯圓冬至前漲價！平均每盒漲幅15％,生活,2021/12/15 19:43
飆車猴擦撞「開始跳Breaking」臉磨地　網看細節兩騎士都罵,生活,2023/08/21 23:28
學測地科、生物考時事「太平山降雪、新冠」　必考重點看這裡,生活,2021/01/16 21:00
威力彩飆11.5億！民俗專家曝「紅包裝10元」拜1神　包開運招財,生活,2023/03/05 19:13
聯亞二期中和抗體「效價偏低」　實驗主持人：仍有機會通過EUA,生活,2021/06/27 21:14
美國無症狀確診者5天可解隔　指揮中心決議「不跟進」原因曝,生活,2021/12/30 19:50
30歲女沒變胖「肚子大到像懷孕」　檢查發現18公分腫瘤,生活,2023/02/11 22:24
台北里長免費發放口罩跟「水神」　公園湧進千人！看不到隊伍的盡頭…,生活,2020/02/26 20:13
快訊／南投規模5.6地震「高鐵延誤」！台鐵2路段部份受阻,生活,2021/09/13 19:14
確診女「很大機會是Delta」！前台大醫曝原因：魔王根本沒離開,生活,2021/12/09 19:33
工程車卡樹叢熄火疑被移動才翻落　運安會「事故軌跡圖」留伏筆,生活,2021/04/06 22:27
要求「偽造快篩陰證明」！護理妹拒絕被酸正義魔人　網見截圖幫嗆,生活,2022/05/14 17:55
高鐵「集電弓又異常」列車延誤！已重新發車狀況排除,生活,2023/03/05 21:11
「災難預報粉專」應景發文：王浩宇將遭解職停止上班,生活,2021/01/16 21:48
接15杯大單「沒買袋子」　外送員嘆：不要把我們當超人！,生活,2021/07/02 20:26
律師嘆炎亞綸無法用「愛情文」混過去　跑去強迫道歉接受「很雷」,生活,2023/06/21 19:17
入境皆屬正常程序！李奇嶽斥：旅行團才幾10人台商有幾10萬人,生活,2020/01/21 21:04
鄧家華自稱「處男」驗性病被調侃　導演回應：都有可能被感染,生活,2021/12/09 21:43
「全職家庭主婦」也會失業！百萬網友追蹤人生導師：世界上沒有穩定的工作,生活,2020/06/20 23:04
不斷更新／部桃擴大隔離5000人！全台各縣市回溯人數一次看,生活,2021/01/25 19:30
日統客運明年2月擬停駛4路線　老董嘆：法規死投資環境差,生活,2021/12/02 20:37
確診拿不到抗病毒藥？醫揭這款藥「全台有貨」：可能減少4成死亡率,生活,2022/05/14 23:46
捐口罩一句「Errrr…」戰翻　她點出台灣有8點「值得新加坡羨慕」,生活,2020/04/14 20:02
快訊／南投仁愛鄉「規模5.6地震」！台北明顯有感　最大震度4級,生活,2021/09/13 18:50
BNT超搶手！接種意願潮未減　3天近330萬人登記成功,生活,2021/08/30 20:07
曾去京站、大三元酒樓、搭板南線！P3實驗室確診女足跡曝光,生活,2021/12/09 21:30
明起4天端午連假！疾管署示警社區有「6大傳染病」　羅一鈞3點提醒,生活,2023/06/21 20:39
朱學恒又送花籃了！「俠之大者16字」送給他,生活,2021/06/02 20:29
星雲燒出如珍珠般舍利子　長庚醫療團隊曝他生前「結石」狀況,生活,2023/02/14 19:36
被爆「開夜診」插隊疫苗！2天前已上百VIP施打　雙和醫院回應了,生活,2021/06/02 22:14
緣牽6年！協天宮做「這件事」　粉紅超跑疾行駐駕,生活,2023/02/14 21:25
汐止男童繳不出植物人父醫藥費　5天收到「500萬善款」停止募款,生活,2022/02/21 20:21
遠距教學到期末大學至少9所已宣布　最新名單看這裡,生活,2022/05/14 19:05
南部雨彈狂炸！高雄單日雨量破「212毫米」　未來一周氣象曝,生活,2021/07/31 21:50
頭髮沒幾根「硬綁沖天炮」！女嬰超萌成果曝：這樣就不會認成男生,生活,2022/10/22 23:07
熱褲妹趴男大腿「外套蓋頭」！網狂酸：高鐵偷吃東西...本尊回應,生活,2020/09/14 20:00
鄰居送2條魚！她嗨「肚子都卵」求料理法　內行一看狂勸：拿去還他,生活,2021/07/02 22:54
彰化無萊豬小吃懶人包！肉圓爌肉飯噴香...美食名單大曝光,生活,2021/01/01 20:01
林佳龍要國籍航空評估「暫停飛武漢」　協調旅行社停止武漢進出團,生活,2020/01/21 20:55
台灣出現首例猴痘「匡列19人」　感染途徑、症狀、防範一次看！,生活,2022/06/24 21:15
「玩宇宙」新北藝廊特展開展　長者、孩童用二手玩具畫畫＋雕塑,生活,2023/10/07 22:13
北市府公布2確診者「足跡圖」！連2天搭捷運　去過銀行、遠百,生活,2021/08/11 20:02
移工吃西堤沒實聯制！爆同事+60「隔12天採檢確診」　270人檢驗中,生活,2022/01/21 23:14
推動高鐵、雪隧等交通重大建設　前交長林陵三辭世「享壽78歲」,生活,2022/11/26 23:06
一家8人點一碗粥被嫌佔位　刷1星負評轟老闆「台南沒人情味」,生活,2023/02/28 19:54
【桃園發光】北桃一日生活圈　低碳鐵馬輕旅與捷運延伸加速北桃共榮,生活,2020/01/07 21:22
史上最晚「7月颱」？台北破天荒最熱6月　氣象局曝颱風發展「關鍵時間」,生活,2020/07/10 23:30
歷經四年半爭取　桃園鐵路地下化綜合規劃獲國發會核定　,生活,2020/01/07 21:22
快訊／潮境公園擠爆！　基隆海科館28日起「禁止人車進入」,生活,2021/06/27 20:20
「神秘古早味」北部人才知！可退火治感冒　在地人喊：阿嬤的味道,生活,2023/11/01 22:36
7旬翁「預立醫療」不接受治療…虛弱喊：不想成為負擔　2兒一聽落淚,生活,2021/04/27 22:20
新北「一家四口三死」悲劇　衛福部要求1個月內盤點高照顧負荷家庭,生活,2023/02/11 18:28
快訊／華航第一班「類包機」湖北153人報到　1台女恐無法上機,生活,2020/03/29 19:29
防疫旅館供應吃緊！高市府觀光局：即日起限市民預定,生活,2021/01/05 20:24
久違的祭品文來了！醫師發願了：連續3天0確診　發雞排500片,生活,2020/04/14 22:30
SOGO日本展群聚+1，累計10人確診　4／7起員工分流上班,生活,2022/04/06 20:31
關渡醫院院長積極防疫　企業主響應捐贈四套加護病房維生系統,生活,2021/07/02 19:37
快訊／陳時中到場坐鎮！153台人下機採檢　送集中檢疫所14天,生活,2020/03/29 22:42
SARS時也曾發生實驗室感染！專家：按SOP風險低、改進更重要,生活,2021/12/09 20:02
開南大學畢典運用「視訊借位」　慈母4年不中斷陪伴罕病女上課,生活,2021/06/12 19:20
台鐵代位求償！太魯閣賠償金額比照普悠瑪事故　每人1570萬元,生活,2021/04/27 20:41
桃園機場群聚感染事件　鄭文燦：3條主要傳播鏈25日監測期滿,生活,2022/02/21 19:19
鋒面雨彈來了！一周3變天「降溫吹冷氣」雨區曝光　網心痛：快下雨,生活,2021/04/06 22:57
夏月電價每月恐破千元！台電公布換季「3種節電小撇步」,生活,2022/05/30 22:36
超速48公里罰單「漆黑一片」超毛！他驚：鬼才看得到　警方說明了,生活,2022/05/30 23:42
紅綠燈為何有3種顏色？醫師曝百年發展史　最初一色常出重大事故,生活,2023/06/27 21:24
「英變種病毒2例侵台」防疫指標要調整？　羅一鈞：無難救治情形,生活,2021/01/01 21:15
獨／小五生罰跪「燒到露營場」！農場非法經營被揪出　這下也慘了,生活,2023/03/27 19:40
公總審查第二波通勤月票！2方案通過　「台東299元、基隆320元」,生活,2023/06/21 20:05
好市多「A肝毒莓」1.7萬公斤恐下肚！羅一鈞曝致死率　3類人重症高危,生活,2023/04/28 19:40
首例接種AZ後死亡通報個案　指揮中心揭死因：急性心肌梗塞,生活,2021/06/12 23:03
戲曲王子李文勳發聲明「否認性侵」！將配合調查、提出刑事告訴,生活,2023/06/21 20:06
校務會議投票刷掉3人！葉丙成等6人進入台大校長遴選第二輪,生活,2022/09/06 21:18
雷雨彈瞬炸「淹到有海浪」！鶯歌樹林水到小腿　積水畫面曝光,生活,2023/08/10 20:06
最浪漫情人！老翁病房內緊牽臥床妻…見她離世輕喊：下輩子還娶妳,生活,2023/02/14 21:37
嘉義市殯葬管理所推「天堂家書」　將思念化作文字悼先人,生活,2020/03/14 19:27
計程車司機怒嗆騎士「機車不能騎中間」　警察當場打臉：誰說的？,生活,2022/11/20 20:36
清明連假後「高採檢、低確診」　張上淳：國內社區環境仍相對安全,生活,2020/04/14 22:08
AI模仿他文筆！暢銷書《人類大歷史》作者驚：下巴都要掉下來,生活,2023/02/14 22:22
新冠肺炎若空氣傳播　莊人祥：室內社交距離1.5公尺可能不足,生活,2020/07/10 20:52
醫療元宇宙！台大微軟聯手創「創傷3D全息影像資料庫」　3大應用曝光,生活,2023/06/13 23:43
6歲男童拉姪女馬尾被推倒！恐龍母氣炸嗆：拉幾下又不會死,生活,2022/06/24 21:12
新北聯醫30天內護理師「2死1傷」傳被下封口令　院方回應了,生活,2021/12/30 22:56
再見寒冬！最後冷氣團「10°C跳崖式濕凍」　彭啟明：暖到過年,生活,2021/01/25 23:10
明早17縣市亮「低溫燈號」　一天掉15°C！強冷空氣來台時間曝,生活,2023/03/05 17:30
LIVE／第三批153湖北台人回來了！班機降落桃機　警政署長陳家欽快閃視察,生活,2020/03/29 22:19
舅舅阻止教練「摔外甥」悲劇就結束？　網曝：刁民會罵恐龍家長,生活,2021/04/27 21:13
阿羅哈客運驚傳財務危機　回應公路總局「非事實」,生活,2021/11/05 21:45
台南左鎮噶居寺「普肚」眾生　關懷助弱勢,生活,2023/08/21 20:40
中研院研究：高糖讓胰臟糖代謝異常　一天不要超過「中杯全糖」,生活,2022/05/14 23:16
無過敏原、零膽固醇！阿舍食品推出「植物蛋」　純素食者也可以吃,生活,2021/12/30 19:30
中研院抗SRAS老將批國產疫苗解盲　詹家琮：國家蒙蔽百姓,生活,2021/06/12 18:43
「台灣為這天準備了17年！」疾管署職員揭「防疫超強」真相…網友含淚推爆,生活,2020/03/14 23:06
快訊／亞旭電腦工廠暴增60例　指揮中心證實：有本國籍作業員染疫,生活,2022/01/21 23:41
新北群聚延燒！大溪夫妻感染　「匡列31人」檢驗結果出爐,生活,2021/09/13 21:01
端午收假日9大地雷路段曝光！國5「車程增7倍」塞到晚上8點,生活,2020/06/27 18:05
北市80元吃到飽「老闆累到住院」　休1天被刷負評讓網心疼,生活,2023/11/01 21:47
嘉藥醫管系誓師大會　誓言成為醫護最強後盾,生活,2023/06/13 19:42
快訊／台南增8確診「家庭群聚」　居住社區41人PCR結果出爐,生活,2021/06/27 19:39
妻罹卵巢癌！高收入丈夫變臉「我家單傳」公婆全喊離　結局好心碎,生活,2021/12/09 19:44
登山正妹「曬傷色差照」曝光！網驚嘆「奶蓋紅茶」狂朝聖,生活,2022/04/19 20:59
歌王歌后＋饒舌小天王三強聯手　2023世客博主題曲盼傳唱國際,生活,2023/06/21 18:36
陳時中拋擴大健保規模！健保費漲不漲「11月健保會討論」,生活,2020/06/20 21:34
好市多1神物狂砍700元「折價比售價多」！會員讚：不買對不起自己,生活,2023/06/13 20:51
台大社科院長蘇宏達傳連任失利　謝佩芬：學倫案作風不獲認同釀因,生活,2023/12/24 17:35
颱風假懶人包！北北基桃正常上班課　台南高雄「明天停班停課」,生活,2023/07/26 20:00
南投打疫苗後已6死！縣府放寬接種年齡　新增孕婦為優先對象,生活,2021/06/22 19:35
輕症免驚？博士生康復後「記憶力變差」做不了實驗　研究險中斷,生活,2022/05/25 18:55
杜蘇芮襲台墾丁現況曝！風雨狂搧「路樹左右搖晃」,生活,2023/07/26 22:12
長年旅外「有病回台用健保？」有無戶籍、除籍時間是關鍵,生活,2020/04/14 22:48
6點趕上學、23點回家！補教哥曝學生「地獄生活」：像在養奴隸,生活,2021/08/31 23:38
紫爆豪雨擴18縣市「大雷雨夜襲」全台灌2天！雨停時間曝　下周變天,生活,2022/05/25 21:46
正妹發文求「燈光昏暗飯店」怕男友發現最大秘密　解答笑瘋千人,生活,2023/08/13 23:48
壞壞一半「男友突然軟掉」　1原因不敢講！妹子超自責,生活,2023/02/11 19:10
2022燈會搶商機！高雄飯店「除夕」掀搶客大戰　住宿推超值優惠,生活,2022/01/21 20:42
星宇極短航線「1特別服務」將消失！乘客卻狂讚：正確的作法,生活,2023/02/28 19:02
「雙主菜便當」只賣50引爆瘋搶　老闆曝背後原因讓一票人怒了,生活,2023/05/03 22:08
楊蕙如怒了！543字嗆聲「神經病高端仔」：別再來惹毛我,生活,2021/08/14 21:06
快訊／國軍花防部驚爆2確診　受匡列者全員停休等待檢驗結果,生活,2022/04/19 19:04
全場小孩暖喊「我愛你」融化了！紙風車改版《武松打虎》超溫馨,生活,2023/08/13 21:17
快訊／雨神來了！大水彈+閃電「已在家門口」　降雨熱區出爐,生活,2021/03/23 23:55
旅遊完全解封？陳時中：可能要好幾年之後　除非這情況提早發生,生活,2021/04/03 19:22
溪湖台糖小火車下午火速復駛　里長擔憂：沒柵欄很危險,生活,2020/06/27 22:00
板橋車站深夜傳「佛歌」！昏暗連通道嚇旅客…兇手抓到了,生活,2021/01/01 21:58
婦人闖商店「突掀出長輩」炸春光　10秒片驚呆萬人：精神衝擊太強,生活,2022/06/24 22:58
快訊／本土生確診總數近16萬！單日+8009　全台6175所園校停課,生活,2022/05/25 18:52
快訊／首例機師「突破性確診」！　26接觸者最新採檢結果曝,生活,2021/08/30 19:33
懷第1胎被婆婆逼吃18萬珍珠粉：孫女要白嫩　她崩潰：壓力好大,生活,2023/02/28 19:04
北北基桃加開9處大型篩檢站　陳時中公布地點、主責醫院,生活,2022/05/14 19:00
成人平台推「捷運9部曲」羞羞片　北捷：強烈譴責此宣傳手法,生活,2021/01/25 20:05
一家四口阿里山玩3天2夜　媽訂高檔飯店「含淚付7萬」：房價有詭,生活,2023/03/05 22:41
台中男將辦「祭三喪」儀式化煞！2年3親人過世：請避開謝謝,生活,2022/05/25 20:45
哈瑪斯火箭襲以色列！台灣客5團124人平安　2團將先返台,生活,2023/10/07 19:58
國中妹左耳癢到爆！耳道竟爬滿「雪白斑紋」　醫嚇傻：天天戴耳機,生活,2020/06/20 21:30
辣妹熱褲裡塞暖暖包！搭車「一路滑到胯下」　隔壁阿伯表情超驚恐,生活,2023/12/24 22:39
36天後台灣0確診！圓山大飯店「4個字」點燈了　台北夜空被照亮,生活,2020/04/14 21:03
快訊／P3實驗室染疫女曾打2劑莫德納　陳時中將開記者會說明,生活,2021/12/09 19:48
接線生被罵哭！彰化預約長者接種電話塞爆　疫苗不夠打惹民怨,生活,2021/06/12 18:51
李秉穎深夜現身！曝疫苗「血栓」可能症狀：網路上在帶風向,生活,2021/06/02 23:19
長輩偷吃「老鼠瓜子」剩⅓！被抓包後傻眼　網看標註1功效笑翻,生活,2022/05/25 22:41
北部醫院2群聚！陳時中宣布「封病房不封院」：疫情最快1/24才明朗,生活,2021/01/16 22:57
入境旅客一律要搭防疫專車去檢疫　桃機喊話：親友別再來接機,生活,2021/06/27 18:22
3生肖下周開始錢財來勢洶洶！　這生肖買彩券「有望中大獎」,生活,2023/10/07 23:54
設疫苗站被酸「白痴的命令」　王必勝臉書反擊柯P：自由廣場好大,生活,2022/05/30 20:01
台南化石館裝置遭破壞！館方氣炸「一定找到你」　當事人道歉了,生活,2023/02/14 20:44
2車包膜「公道價8萬1」！女車主驗收崩潰：車牌掉下來，尾翼還鎖壞,生活,2021/08/31 19:55
快訊／突然一震！南投19:55發生規模4.3極淺層地震,生活,2020/02/19 20:01
台鐵沒規定邊坡要設圍籬！合約細節曝光：要「防止車輛出入」避災,生活,2021/04/03 19:17
他1個月前喊「綠5：藍14」恐怖大崩盤　台人驚呆：神預測,生活,2022/11/26 22:01
北部女「找嘸感染源」結案！　名醫憂：怕脫離「家庭傳播鏈」,生活,2020/02/26 20:38
外送員月入8萬被家人勸「換正規工作」　過來人曝「2原因」,生活,2021/06/02 19:29
北捷今起開放1280「線上退票」　僅「5步驟」免出門排隊,生活,2021/06/22 22:08
許藍方慘被人夫家「聯手反殺」！律師嘆：無情無義，這是投名狀,生活,2021/08/12 22:14
疫苗分配各縣市吵不停！指揮中心揭公式「一圖秒懂全國配送量」,生活,2021/06/12 20:21
世新英語系公演　學生帶觀眾用語言、謀略體驗遊戲戲劇　,生活,2020/01/07 22:50
快訊／擴大採檢驗出確診者？　陳時中晚間10時緊急記者會說明,生活,2021/01/16 21:02
疫情嚴峻停課不停學　長榮真愛教學零距離,生活,2021/06/22 19:32
吳宗憲喊「若掏空公司死全家」釣出OPEN醬？7-11發聲明回應了,生活,2023/06/21 19:47
台中早餐名店排爆！20人擠滿騎樓　畫面曝光網傻眼：還在三級耶,生活,2021/06/27 18:43
鴨肉之亂！外送平台抽成超過3成　業者：利潤少但可以拓展客源,生活,2021/01/05 20:58
台男染猴痘「擴大匡列19人」！負壓隔離治療中病況曝,生活,2022/06/24 19:24
連假第一天鹿港變空城！「40年首見0人流」店家嘆：這什麼端午節,生活,2021/06/12 20:38
冰封奇景！玉山氣象站降凍雨　主峰前風口鐵棚區如「冰凍隧道」,生活,2023/12/24 18:05
于美人喊委屈也是和平！苦苓嘆「邪惡的幫兇」：屈辱後還是得戰爭,生活,2023/05/03 23:13
本土登革熱延燒！薛瑞元點名「台南進入關鍵期」　擬親自南下指揮,生活,2023/07/17 18:05
他爽喊年終領10個月！　網友曝「1關鍵大缺點」：一點都不羨慕,生活,2021/01/01 23:35
明連假首日最塞！國道防7大地雷路段　國5天南下「連堵11小時」,生活,2023/06/21 18:34
炫耀「大包年終」慘了！員工被記大過　網點關鍵：要低調,生活,2021/12/30 21:53
洗衣最好在晚上「下午電費貴10倍」？　台電曝光計價真相,生活,2020/06/27 23:22
偷刪女友前任LINE！她暴怒「分手or給50萬」　關鍵細節讓網直呼慘,生活,2021/04/24 20:22
女師戀上公職男衰神上身！約會閃腰、車禍、燙舌...掛號29次放生,生活,2021/04/03 19:46
台灣首例猴痘男「不知道什麼是猴痘」：在德國從沒聽過,生活,2022/06/24 21:45
氣象局8縣市低溫特報！　跨年前「全台急凍」最冷溫度曝光,生活,2021/12/26 22:53
LINE群組瘋傳「台塑染疫者足跡」網友恐慌　嘉義男子被抓慘了,生活,2021/01/25 19:53
台南安平鎮城隍廟七爺八爺夜巡3天　為「上香山迎媽祖」維安肅清,生活,2022/04/06 22:51
叮叮噹叮叮噹～平安夜　台南鳥會救傷組緊急出動救鳥！,生活,2023/12/24 23:44
9月起高中廢早自習學生喊讚　鄭文燦曝幕後英雄：這學校最先提出,生活,2022/02/21 19:11
中南部「一堆人月薪30K也買車」？網揭關鍵原因：很夠了！,生活,2021/08/14 21:24
快訊／6縣市大雨特報！最新警戒區域曝,生活,2023/10/07 19:41
快訊／高雄三民晚上「1482戶無預警停電」　鳳山大面積路燈熄滅,生活,2023/08/21 22:36
黑人遭控性騷「火速否認」！律師：上次被抓包用安博盒子也否認,生活,2023/06/27 19:26
南水局人工增雨作業生效！曾文水庫降水創2個半月來新高,生活,2020/11/09 19:41
快訊／中橫台8線27.5K大雨坍方　員警大雨中管制交通,生活,2023/10/07 23:31
接棒羅智強選台北市議員　國民黨29歲新人政見高喊「消滅機車族」,生活,2022/04/06 19:24
下車「免」道謝！公車司機超狂告示他看傻　內行人：服務業都知道,生活,2021/04/27 20:11
有疫苗就打！彰化明開放65歲以上預約AZ　莫德納首波配送33600劑,生活,2021/06/27 18:39
快訊／1天連3震！北部「猛晃一下」19:39發生規模4.8地震,生活,2021/01/25 19:47
配合113年全中運賽事　北市高中職、國中生寒假晚1周才放,生活,2023/08/21 19:25
高職弟嫌長相想換女友　媽幫腔「五官不立體」網呼：別糟蹋真心,生活,2021/06/02 20:41
登革熱病例創7年最高！3縣市高風險　台南2熱區7／1起快篩陽即確診,生活,2023/06/27 19:46
指揮中心初步共識：機組員居檢加嚴「7天+出關採檢」陰性才可外出,生活,2020/12/26 18:41
屏科大照顧學生「下雨的心」　心理需要喘息...可請健康假,生活,2023/04/28 19:41
桃園高風險本土登革熱出現　張善政：啟動跨局處應變小組,生活,2023/08/13 18:28
聯亞疫苗「稱可對抗Delta」　專家點出隱憂：抗體效價太低！,生活,2021/06/27 19:58
孩子剛出生！夫突坦白「想娶有錢人」逼離婚　她討贍養費婆婆怒了,生活,2022/01/21 18:53
台南護專學生和「快篩陽同學聚餐」慘被記過　學生怒：獨裁學校？,生活,2022/05/25 21:46
美國捐贈75萬劑疫苗何時來？陳時中：正在最後簽約程序,生活,2021/06/12 22:42
紫南宮9天信徒香油錢「驚人數字曝光」　南瑤宮清點比去年多5成,生活,2023/02/01 23:04
企鵝妹收到「苗栗國通行證」　粉絲認真解釋：這可以幫助你入境,生活,2023/05/03 22:05
快訊／桃園某醫院感染擴大　「新確診護理師」與染疫醫一起工作1小時,生活,2021/01/16 22:24
4月桃花運4星座超旺　前任跪求復合新追求者多到排隊,生活,2023/03/27 20:57
快訊／高雄校園疫情多點爆發？2校1幼兒園晚間採檢　疑新傳播鏈延燒,生活,2022/04/19 20:04
墾丁吃海鮮「7道菜噴3千6」！他PO帳單秒引戰：份量也貼上來啊,生活,2023/02/28 19:59
中研院P3實驗室1人染疫　明起室內公共場所暫停開放,生活,2021/12/09 21:00
夏至過後好運到！屬雞戀情有譜、2生肖迎財神「錢來也」,生活,2023/06/27 19:19
熱狗堡布條掛店外！衛生局稽查「用什麼豬肉」　業者傻：我們賣素的,生活,2021/01/05 22:54
零本土破功跨年喊卡？陳時中：警戒是否升級「觀察2週」,生活,2021/12/09 21:48
破解「媽祖遶境」防疫漏洞　棒球評論家提議：專機低空飛行,生活,2020/02/26 21:17
iPhone無法用悠遊付2年了！悠遊卡公司10月公布新產品　有望解套,生活,2022/09/06 22:08
指揮中心研擬：65歲以上快篩陽，經醫診斷「可領口服藥」,生活,2022/05/14 22:29
採購輝瑞兒童疫苗遭質疑　指揮中心回應了：去年就開始洽談,生活,2022/04/19 22:39
年收400萬女醫開2條件找老公　科技主管年薪600萬一聽秒打槍,生活,2022/11/20 18:41
女友外宿「躲被窩視訊」！男傻眼：當我沒看過棉被？心累問該信嗎,生活,2021/04/03 20:55
外送員不敢「上樓送餐」原因超心酸！她PO文釣出一票受害者,生活,2021/12/26 21:53
LINE與Netflix推「免費動態貼圖」！情人節隱藏版快來下載,生活,2023/02/14 22:46
「疫苗+1」催打後5月防疫再鬆綁？　王必勝給答案,生活,2023/02/23 20:09
護理師不敢叫外送！他怒送便當飲料　醫護女兒淚：平時只能吃餅乾,生活,2021/06/12 22:12
她第一次PCR太緊張！用力一捏「健保卡爆了」　網笑翻：夠凶狠,生活,2021/08/31 22:22
空姐可以戴口罩服勤！長榮內部通告曝光　全面防堵武漢肺炎,生活,2020/01/21 20:53
老爸FB突喊美女！她傻眼急叩「留言秒被刪光」　真相笑噴網,生活,2021/01/01 18:04
星宇首航「黑色燙金」親簽登機封曝光　網暴動：天！這個無價阿,生活,2020/01/21 22:59
北市職校生拿掃把打人、集體霸凌稱「執行家法」　校方：大過處分,生活,2023/11/01 21:30
獨／數學疑考題外洩！新竹三民國小五年級全部重考　家長傻眼了,生活,2023/06/21 19:29
台南水庫持續進水　曾文等4水庫總蓄水量將破4億萬噸大關,生活,2021/06/27 19:10
跨年夜下探14度！一張圖秒懂全台天氣　元旦曙光「桃園以南機率高」,生活,2021/12/30 22:22
台大女學生墜樓搶救不治　校方聲明將「再次檢討相關網絡」,生活,2020/11/09 19:21
幼兒園男師染指6女童「園所還包庇」　北市教局徹查：最重撤銷立案,生活,2023/08/10 19:40
你有領到嗎？　最新勞工「平均薪資」出爐,生活,2023/08/10 23:48
台漁船「海上奴役」遭美列暫扣令！漁業署：已開罰仲介百萬,生活,2021/01/01 19:29
網購「買一送一」促銷益生菌　威德：吃到仿冒品如慢性自殺,生活,2021/12/30 21:33
自由業男友收入波動大！她憂2人沒未來超慌...鄉民急勸分手,生活,2021/04/27 22:48
冷氣團恐來襲！2波變天「一路降溫」熱夏結束了　30→15℃有感濕冷,生活,2021/04/03 23:48
台大金山分院內視鏡室全新啟用　張志豪：提升北海岸醫療水平,生活,2022/05/30 20:07
報復性在夯什麼？網曝真相「仇恨環境用語」　台灣慣用詞已被遺忘,生活,2020/06/27 18:38
冰島全球首例「雙病毒感染者」！突變病毒更致命　指揮中心回應了,生活,2020/03/29 22:15
「老師說喝彩虹藥水是秘密」家長相信孩子：不可能是烏龍一場,生活,2023/06/27 19:29
宜蘭、台南再爆禽流感　防檢局啟動擴大禽場監測範圍,生活,2022/11/20 19:44
學生染疫破19萬「今增9533例」！　全台6239校停課,生活,2022/05/30 18:43
PCR量能突破8萬件！羅一鈞數據表曝光　台大醫含淚讚：英雄,生活,2021/06/12 19:24
女骨折走路搖搖晃晃！警誤認「酒駕」敲窗問1件事…網笑翻：累了嗎,生活,2022/06/30 20:11
台灣「哥吉拉模型」成品出爐！曾吸250人夜排　轉手秒賺1個月薪水,生活,2021/04/27 23:48
居家快篩一小時「陰轉陽」！男大生嚇壞衝急診　篩檢結果出爐,生活,2021/07/02 22:51
