title,category,date,keys
日職／張奕生日先發失分將看影片修正　陳冠宇後援吞敗,體育,2020/02/26 20:22,陳冠宇 張奕 日職 生日 後援
郭永維輕微腦震盪　樂天持續觀察追蹤,體育,2021/08/12 21:52,郭永維 樂天 追蹤 輕微 觀察
子乃花運彩分析／籃網@拓荒者　推全場小分過盤,體育,2021/03/23 22:17,花運彩 分析 子 分 籃網
中職／威拉諾對老東家兄弟奪首勝：在洲際投球舒服,體育,2020/06/20 22:31,中職 老東家 勝 舒服 洲際
悼念王光輝　謝長亨曝引退握手照：我的棒球歷程裡有你,體育,2021/08/30 22:25,王光輝 謝長亨 手照 有 退握
羽球「學霸」許玟琪世錦賽首輪過關　下一輪碰強敵依瑟儂,體育,2023/08/21 22:45,世錦賽 許玟琪 依瑟儂 過關 羽球
胡智為被一棒擊沉　范國宸：好球帶比較不適應,體育,2022/09/06 22:49,胡智為 范國宸 比較 一棒 適應
龍軍3轟炸裂11比5勝兄弟　廖任磊先發勝領軍止4連敗,體育,2022/04/19 22:04,領軍 龍軍 勝 連敗 先發
成T1首屆明星賽人氣王！魔獸直呼意義非凡　盧捷閔有點緊張,體育,2023/02/01 19:57,緊張 明星賽 人氣王 成 ！
遞補明星賽加碼再戰速球王　拿莫．伊漾：目標多1公里,體育,2023/07/26 18:53,明星賽 伊漾 公里 球王 目標
龍象大戰話題十足！吉祥物把妹　葉總吹粉、助總笑咪咪,體育,2021/04/24 20:10,吉祥物 十足 龍象 大戰 ！
有洋蔥！八村壘選28號原因曝　「2是吉安娜、8是Kobe」,體育,2023/02/01 22:04,吉安娜 ！ 八村 壘選 洋蔥
莫蘭特轟30分11助攻　灰熊擊敗老鷹本季首度3連勝,體育,2023/12/24 21:12,連勝 老鷹 灰熊 擊敗 助攻
統一獅聯名超人力霸王　江辰晏兒子是鐵粉,體育,2021/04/03 19:25,超人力霸王 江辰晏 聯名 兒子 統一獅
蘇緯達首度扛二棒開轟4打點　助總賽前交代他回「準備好了」,體育,2021/04/03 21:31,二棒 交代 蘇緯達 準備好 總賽
UBA／猛砍24分16籃板比下曾祥鈞　班霸：我是最佳中鋒,體育,2020/02/26 21:24,中鋒 比下 籃板 班霸 最佳
大專足聯／北市大對決輔大鏖戰至PK勝出奪冠　驚險守住三連霸,體育,2021/04/03 19:24,大專 輔大 北市 大 三
王齊麟完成爸爸要求「兩關都過！」　麟洋配奪金是最好父親節禮物,體育,2021/07/31 22:55,王齊麟 配奪金 完成 ！ 都
4個月前還在當保全　阿修羅明星賽對尬魔獸狂飆34分,體育,2023/02/28 20:22,阿修羅 明星賽 保全 魔獸 狂飆
徐若熙主宰球賽能力強　劉育辰：盡量給予壓迫,體育,2021/04/27 20:28,主宰 能力 劉育辰 盡量 球賽
對抗獵鷹「拉拉山」　胡瓏貿：要贏要保持48分鐘專注,體育,2023/04/28 22:41,拉拉山 保持 分鐘 胡瓏貿 獵鷹
許基宏熬過撞牆期首度全勤　他的成長助總看得見,體育,2021/11/23 18:53,成長 見 首度 看得 熬過
中職／玩水好嗨票房好旺　兄弟進場9138人再創新高,體育,2020/06/27 19:51,中職 玩水 新高 進場 票房
快訊／FIFA宣布：2022卡達世界盃開幕式22：30開始　提前1小時,體育,2022/11/20 22:07,／fifa 世界盃 宣布 開始 快訊
對樂天不能有失投球　鄭凱文先發還有未解課題,體育,2021/04/03 21:40,鄭凱文 樂天 有失 不能 有
締造生涯300記三分球里程碑　于煥亞朝500顆邁進,體育,2021/12/26 21:55,三分球 里程碑 朝 生涯 邁進
陳冠宇加入樂天桃猿訓練　選秀首輪已有默契,體育,2021/06/12 21:01,陳冠宇 選秀 樂天桃猿 加入 有
味全助攻兄弟封王　葉總：贏球是最大目的,體育,2022/10/22 22:54,目的 封王 葉總 大 味全
歷經腰椎開刀、肺結核　董子浩首度一軍先發,體育,2021/03/23 19:24,一軍 董子浩 肺結核 首度 開刀
派樂天最強球員給中華隊　曾總推左投連發！林子崴先發,體育,2023/02/23 21:20,中華隊 林子崴 樂天 ！ 連發
中職／隔4年首戰開轟　高國輝：洪總提醒找回顛峰感覺,體育,2020/04/14 22:44,高國輝 中職 年 顛峰 開轟
協助太魯閣號事故　攻城獅球員、隊職員自發性捐出薪資50萬,體育,2021/04/03 19:23,攻城獅 太魯閣號 捐出 薪資 職員
世界盃男籃熱身賽19日開打　4大高顏值男神首度訪台　,體育,2023/08/10 23:35,世界盃 男籃 男神 大高 首度
郭婞淳返國驚喜見啟蒙恩師再次爆哭　蒲雅玲激動：這金牌等了好多年,體育,2021/07/31 21:13,金牌 返國 年 驚喜 爆哭
獅2比0剋猿！古林睿煬99球奪勝無情工商　劉軒荅「拆彈」堆障礙,體育,2023/08/13 20:32,林睿煬 劉軒荅 奪勝 無情 剋猿
卡達世界盃開幕！歷屆主題曲大集合　球迷看「吉祥物」呆了,體育,2022/11/20 23:21,主題曲 吉祥物 世界盃 ！ 集合
前火箭悍將被多支NBA球隊看上　摩泰亞納斯：想留在CBA,體育,2020/02/19 20:49,火箭 看上 cba 悍將 留在
小威復出、蠻牛睽違3年參加溫網　老將近況話題不斷,體育,2022/06/24 23:40,復出 參加 不斷 近況 話題
麟洋配奪金！盧彥勳20年首次看整場直呼太感動　盼戴資穎再拿1金,體育,2021/07/31 21:46,配奪金 金 首次 感動 麟洋
洛夫談加入熱火是「容易的決定」　與隊友噴垃圾話搏感情,體育,2023/02/23 23:15,熱火 決定 加入 隊友 感情
盼有更優質場地及更多人報名　SBL＆WSBL選秀會延至7月18日,體育,2023/06/27 19:01,選秀會 報名 更多 延至 優質
中職／德保拉7局6K失2分　悍將8局3比1仍領先兄弟,體育,2020/04/14 21:00,德保拉 中職 悍將 兄弟 領先
張宗憲22分、宇宙富邦4人雙十開季6連勝　狂電夢想家20分,體育,2021/01/16 19:21,張宗憲 宇宙 連勝 雙十 夢想家
留隊機率大增？衛少將參加詹皇辦的訓練營　湖人不會棄用他,體育,2022/09/06 23:05,詹皇 大增 少將 參加 留隊
「天生當捕手的料」　張翔為天上的阿公拚職棒,體育,2021/06/22 23:49,天生 張翔 阿公 天 捕手
台彩威力盃／父親曾 闖墨西哥職棒　李以勒控球變好讓教頭嚇一跳,體育,2021/12/02 19:40,李以勒 墨西哥 威力盃 嚇一跳 變好
下季續留湖人？　衛少：是計畫但不保證,體育,2022/04/06 23:50,保證 湖人 下 不 計畫
王正棠本季首轟2分砲打破平手僵局　5局悍將2比0兄弟　,體育,2021/03/23 20:11,王正棠 悍將 平手 僵局 兄弟
棄打最終資格賽　台灣棒球要20年才能進軍奧運,體育,2021/06/02 23:10,進軍 年 資格賽 棒球 棄打
久保建英入選日本東奧隊18人名單拚金　 3超齡成員征戰過世界盃,體育,2021/06/22 20:17,世界盃 拚金 名單 建英 久
世界盃男籃明抽籤！法國怪物有望來台　下屆在卡達舉辦,體育,2023/04/28 23:47,男籃明 世界盃 法國 抽籤 怪物
味全2比1領先樂天　賽事因雨保留15日續戰,體育,2023/10/07 20:44,樂天 賽事 保留 續戰 味全
基隆首座校園社區人工草皮球場啟用　國小迷你足球賽30多隊開踢,體育,2021/11/05 19:34,社區 球場 國小 人工 30多
球速局數刷新生涯  古林睿煬擺脫首局症笑：現在有6局症,體育,2021/04/06 22:55,林睿煬 生涯 古 刷新 球速
快訊／不想回NBA了？　霍華德：我只想留在台灣打球,體育,2022/11/20 20:23,霍華德 我 留在 打球 快訊
雲豹第4洋將現蹤！前CBA江蘇隊主力前鋒威廉斯帶槍加盟,體育,2023/10/07 20:10,江蘇隊 洋將 前鋒 加盟 雲豹
快訊／周天成大戰印度曼朱納特3回合　艱辛奪下首勝,體育,2023/06/21 20:06,奪下 周天成 勝 艱辛 快訊
味全特殊布陣擺5野手奏效！傳本壘雙殺　龍象1比1延長賽,體育,2021/08/31 21:43,延長賽 本壘 龍象 ！ 野手
樂天賞兄弟3連敗　林子崴5局好投成最年輕初登板先發勝,體育,2021/11/05 21:53,樂天賞 投成 林子崴 年輕 勝
林焌翰生涯首度MVP　餅總：很可愛的球員,體育,2021/11/05 23:05,林焌翰 可愛 生涯 的 首度
「唐帥」唐肇廷說出心裡話：劉育辰最帥、陳傑憲最臭屁,體育,2021/12/26 19:16,陳傑憲 劉育辰 心裡 說出 臭屁
兄弟再見味全！王光輝天上看球賽？　助總：有保佑喔,體育,2021/08/31 23:18,保佑 王光輝 再見 ！ 球賽
大專足聯／公開男一交叉對戰出爐　北市大碰銘傳、義守吳鳳拼保級,體育,2021/03/23 21:17,公開 大碰銘傳 拼保級 大專 北市
快訊／神鋒萊萬助攻！波蘭半場1比0　沙國12碼遭撲出,體育,2022/11/26 21:56,神鋒 撲出 沙國 萊萬 波蘭
象魔力初先發投倒自己　台美打者球風差異上了一課,體育,2021/11/05 19:34,球風 魔力 自己 投倒 打者
中職展開6搶1情蒐作業　楊清瓏：不管打不打先做再說,體育,2021/01/25 23:41,楊清瓏 不管 中職 不 情蒐
艾普勒7.2局優質先發奪首勝　悍將3比1擊敗統一止5連不勝,體育,2023/04/28 21:10,不勝 勝 悍將 統一 優質
兄弟21歲內野手沒在60人　平野教練提醒打擊優勢,體育,2023/12/24 19:26,內野手 平野 教練 提醒 打擊
NBA精采賽事看這　送你去美國現場看NBA總冠軍賽,體育,2023/04/28 23:56,總冠軍賽 現場 賽事 精采 nba
中華男籃傷兵不斷　林秉聖、魏嘉豪、張家禾加入瓊斯盃救火,體育,2023/08/10 18:59,林秉聖 救火 張家禾 中華 加入
向古林睿煬挖寶　「練習狂」李承鴻想進職棒加速成長,體育,2021/06/22 23:45,古林睿煬 李承鴻 成長 加速 職棒
中職／抓準富邦打者習性　黃恩賜指叉球K出紀錄,體育,2020/06/27 21:26,中職 習性 紀錄 抓準 打者
巧合都是第128球失分　中信、統一1比1延長賽,體育,2021/08/11 21:51,延長賽 巧合 統一 第128 、
最準保全！阿修羅轟新高6記三分　劉孟竹透露還會Logo Shot,體育,2023/04/28 22:48,阿修羅 劉孟竹 保全 logo shot ！
參考日職側投　劉昱言改動作專門壓制左打,體育,2021/08/12 20:40,專門 日職 劉昱言 壓制 參考
關心徐若熙傷勢　餅總發現投球站不穩,體育,2021/04/03 20:55,關心 不 發現 傷勢 投球站
宋文華美國經紀人達成共識　統一獅安排體檢,體育,2022/09/06 19:58,宋文華 安排 美國 達成 經紀人
「共好盃」破局又拚復辦？　SBL、ABL化解歧見是關鍵,體育,2020/06/27 20:02,歧見 共好盃 復辦 化解 關鍵
快訊／「拉拉山」合轟62分　獵鷹退海神奪隊史季後賽首勝,體育,2023/04/28 20:56,拉拉山 退海 神奪 隊史 勝
法網／「英國楊丞琳」決勝盤被連拿8分崩盤　女單次輪止步,體育,2022/05/25 19:48,楊丞琳 法網 英國 決勝盤 輪止
中信盃黑豹旗／林口球經三姝都名花有主！雖然愛平鎮還是挺林口,體育,2023/11/01 21:48,花有主 愛平鎮 林口球 中信盃 林口
協會盃／航空城闖8強　林博儒務農後重返成棒舞台奪勝,體育,2020/09/14 20:43,航空城 林博儒 奪勝 成棒 ／
鄭宗哲轉念不被失誤困住　從坎諾身上學了一課,體育,2023/02/23 22:16,鄭宗哲 失誤 坎諾 困住 轉念
人生首發滿貫彈　蔣少宏：爸爸應該很爽,體育,2022/06/30 22:43,人生 爸爸 應該 首發 蔣少宏
老哥來台打球先14天隔離　NBA勇士威金斯無法想像,體育,2021/12/30 21:10,威金斯 勇士 無法 隔離 老哥
NBA中場休息秒變婚禮現場　獨行俠鐵粉2萬人見證下結為夫妻,體育,2023/02/14 23:05,現場 中場 獨行俠 nba 見證
泉谷駿介110欄13秒06破日本排亞洲第二　衝上今年世界第三快,體育,2021/06/27 20:26,泉谷駿介 第二 第三 世界 今年
台鋼領隊劉東洋親飛日本展現誠意！　王柏融IG秀握手照,體育,2023/08/21 22:29,王柏融 劉東洋 握手 秀 ！
家鄉英雄成力煥砍24分　攻城獅97比91退猿開幕戰奪隊史首勝,體育,2020/12/26 20:15,隊史 成力煥砍 攻城獅 英雄 家鄉
中職／中信兄弟11日拚封王　四隊都派本土投手大對決,體育,2020/07/10 23:00,中職 中信 本土 投手 拚封
想身體對抗卻慢一拍！　施晉堯：林書豪真的是球星,體育,2023/03/05 20:21,林書豪 球星 真的 ！ 身體
11歲女童沒錢買鞋…腳纏繃帶上場比田徑「奪3金」　結局讓人暖哭,體育,2022/05/25 20:43,田徑 女童 金 結局 暖哭
官大元感謝自己沒放棄　林桑提點幫助大「沒讓他失望」,體育,2021/11/23 19:42,林桑提點 官大元 大 自己 放棄
最後32.30秒「勝利彩帶提前噴發」　攻城獅開幕戰大出包,體育,2020/12/26 20:05,攻城獅 勝利 最後 提前 彩帶
金牌戰選手盡力了　吳總談兩大輸球原因,體育,2023/10/07 21:59,金牌戰 原因 盡力 選手 輸球
NBA25年來首見！　騎士不靠詹皇順利挺進季後賽,體育,2023/03/27 23:55,騎士 詹皇 季後賽 首見 順利
樂天爭上半季還有機會　朱育賢預告：後面會越來越精彩,體育,2023/06/13 23:07,樂天 後面 預告 精彩 機會
宋家豪僅花9球解決3人　吳念庭打點建功,體育,2022/04/19 20:08,宋家豪 花 解決 打點 建功
藍愷青、陳韋霖都有80分　吳俊良：牛棚左投夠用就好,體育,2021/04/06 19:48,陳韋霖 藍愷青 吳俊良 牛棚 左投
先知王爸「要兒子練好國旗歌」　麟洋配果然摘金：準備爬玉山,體育,2021/07/31 21:55,國旗歌 王爸 兒子 玉山 金
吳念庭中斷連4場安打　西武2比13慘敗樂天,體育,2021/04/06 20:20,西武 樂天 中斷 安打 慘敗
斑霸和戴維斯很像！　許皓程認證未來可成中華男籃人才,體育,2023/08/13 20:48,人才 認證 未來 斑霸 ！
猛威爾無安打比賽　韓媒也關注：多達142球創中職第11場,體育,2021/04/03 19:30,安打 中職 第11 比賽 韓媒
美國男籃35分痛宰捷克　杜蘭特、坦圖領軍挺進8強,體育,2021/07/31 21:44,領軍 美國 男籃 痛宰 捷克
麟洋配擊敗中國勇奪金牌！　我國奧運羽球史上第一金誕生,體育,2021/07/31 20:53,金牌 羽球史 我國 誕生 中國
泰樂狀況其實很好　曾總：剛好有串連,體育,2023/04/28 23:03,有 狀況 泰樂 剛好 其實
不斷更新／戴培峰轟完張志豪轟　兄弟5局4比2要回領先,體育,2020/06/27 18:59,張志豪 不斷 更新 領先 轟完
中職／兄弟感性發文盼球迷莫絕望：明年加倍努力,體育,2020/11/09 20:32,發文 加倍 中職 明年 努力
自主培訓變中繼王　陳韋霖不滿意：還要加強控球,體育,2021/04/06 19:20,陳韋霖 加強 自主 中繼 滿意
陳子豪逆轉2分砲MVP　兄弟3比2贏悍將收4連勝登龍頭,體育,2021/03/23 21:23,登龍頭 陳子豪 連勝 將 逆轉
江坤宇「減少無謂高飛球」　助總：兩成八就很好,體育,2022/05/25 18:55,兩成八 高飛球 江坤宇 無謂 減少
中職／進入正式比賽狀態　索沙：拿出真功夫,體育,2020/04/14 22:21,中職 比賽 正式 拿出 功夫
人生首發滿貫砲　林旺衛：感謝學弟沒放棄,體育,2021/04/27 20:11,林旺衛 人生 放棄 感謝 學弟
張進德得點圈安打建功　悍將5局2比0兄弟,體育,2021/04/27 20:19,張進德 安打 悍將 建功 兄弟
林書豪大讚G聯盟隊友波爾　稱「有他輔助柯瑞、K湯」勇士無敵,體育,2022/05/14 19:25,林書豪 勇士 大讚 「 無敵
中信盃黑豹旗／點出建中學生有想法　教練期許能再挑戰32強,體育,2023/11/01 19:51,中信盃 建中 想法 學生 點出
蔡其昌與中職共同捐款100萬　替太魯閣號出軌加油集氣,體育,2021/04/03 19:09,太魯閣號 加油 中職 出軌 共同
金廣鉉關注前兄弟洋投象魔力　SSG教頭宣布27日升一軍,體育,2022/07/24 19:13,軍 金廣鉉 宣布 魔力 一
CBA／梅奧狂轟新高32分無用　遼寧又輸教頭怒摔戰術板,體育,2020/06/27 18:04,cba／ 新高 遼寧 狂轟 無用
世界盃女桌／台灣2女將雙落馬！　鄭怡靜連兩年8強止步,體育,2020/11/09 23:02,雙落馬 世界盃 女桌 台灣 鄭怡靜
劉軒荅慶祝25歲生日　許願統一拿下連霸,體育,2021/11/23 20:30,劉軒荅 拿下 統一 連霸 慶祝
快訊／打擊熄火！中華隊難破魔咒　亞運金牌戰對韓國4連敗,體育,2023/10/07 20:25,熄火 中華隊 金牌戰 韓國 魔咒
富邦2比2追平樂天　郭永維撞到頭部被抬下場,體育,2021/08/12 19:23,追平 樂天 抬下場 郭永維 頭部
高雄九太開季2連勝　狀元曾柏喻自評不及格,體育,2021/12/26 20:00,狀元 高雄 連勝 太 開季
韓國火球男壓制中華隊歸功情蒐　想再對決鄭宗哲,體育,2023/10/07 22:26,韓國 火球 中華隊 鄭宗哲 歸功
紐那斯比「X」說沒問題　教練團看成不行卻換人,體育,2021/08/11 23:16,紐那斯比 看成 換人 不行 問題
新竹球場飽受抨擊　羅曼卻有不同看法,體育,2022/07/24 18:12,看法 新竹 不同 飽受 抨擊
改披泰迪留下26號　劉予承：希望一樣厲害,體育,2022/01/21 19:33,一樣 劉予承 留下 泰迪 改披
藍寅倫傳球仍卡關　回歸時間還要等一等,體育,2021/08/12 19:49,時間 藍寅倫 還要 回歸 卡關
林凱威仍以旅外優先　葉總覺得香？開玩笑喊：可以回來了,體育,2022/05/25 19:05,林凱威 香 葉 覺得 回來
南韓足協致信IOC、FIFA盼放寬東奧參賽年齡　大名單增加至23人,體育,2020/03/29 20:20,南韓 東奧 fifa 名單 年齡
「龍象大戰」復刻應援球迷不亦樂乎　票房刷新本季新高,體育,2021/04/24 20:06,大戰 龍象 新高 刷新 不亦樂乎
不斷更新／潘武雄清壘打、吳桀睿2分砲　7局統一7比3樂天,體育,2020/07/10 21:30,潘武雄 清壘打 不斷 樂天 更新
中信兄弟、特攻球員驚喜現身　江坤宇：期許加入愛循環行列,體育,2022/09/06 22:35,江坤宇 行列 加入 驚喜 球員
高中木聯／西苑靠再見暴投晉級　劉勝倫關鍵戰拿勝投,體育,2023/02/14 20:31,拿勝 劉勝倫 高中 西苑 木聯
中職／吳桀睿猛打開轟統一7比3樂天 兄弟拚11日封王,體育,2020/07/10 22:15,中職 樂天 封王 兄弟 統一
40多歲本土案例幫「居家檢疫丈夫」送餐、打掃衛浴　不幸被傳染！,生活,2020/03/29 18:05,不幸 丈夫 ！ 40多 衛浴
第15輪已157萬人完成預約！單BNT湧入129萬人　北市將增開站點,生活,2021/11/23 18:42,157萬 北市 完成 第15 129萬
限量發行3000瓶　圓山70國宴紀念酒5／27開放預購,生活,2022/05/25 20:40,發行 國宴 圓山 5／27 預購
正妹插畫家出賣「妹妹日常照」！背帶勒住緊身衣　粉絲嗨爆,生活,2021/04/17 23:21,日常照 正妹 出賣 插畫家 ！
洗澡時「一個move」超傷臉部肌膚！不想成為敏感肌「5個提醒」要謹記,生活,2021/08/31 21:56,一 臉部 提醒 敏感 謹記
吳宗憲剛牽線啦啦隊！二壘妹評論徵選者被罵翻　二試資格取消了,生活,2023/02/01 23:00,二壘妹 　二試 吳宗憲 ！ 罵翻
跨年最冷恐成「屠殺夜」...陽管處：擎天崗虛弱水牛「緊急安置」,生活,2020/12/26 18:41,擎天崗 安置 冷恐成 水牛 陽管處
想贏的慾望＞尊重生命？　暢銷作家分析「無差別轟炸」戰略秘辛,生活,2022/05/14 20:26,生命 戰略 秘辛 暢銷 慾望
小孩要怎麼教？　衛福部拍攝「育兒版」瞳鈴眼來教你,生活,2020/01/07 22:04,育兒版 衛福部 瞳鈴眼 小孩 拍攝
「停讓行人」新制6／30正式上路　靠近斑馬線不論遠近都須停讓,生活,2023/06/21 21:23,斑馬線 行人 新制 上路 不論
「基隆人什麼絕對不吃」廟口小吃中鏢！外縣市見1物：會怒吼,生活,2023/08/13 17:45,外縣市 基隆人 廟口 小吃 不
快訊／大雨夜襲！下周猛炸雷雨　「準颱風」誕生7天後往台灣靠近,生活,2021/08/14 19:48,颱風 大雨 誕生 快訊 靠近
又1大學退場！華夏科大將停招　學生原校畢業「校產擬台科大接收」,生活,2022/05/25 23:03,台科大 科大 大學 華夏 學生
台灣向COVAX買AZ疫苗總數102萬劑！其餘額度「另3家候選中」,生活,2021/04/03 19:09,中 ！ 額度 總數 疫苗
杜蘇芮襲台「雙北逾千戶停電」！台電緊急搶修中,生活,2023/07/26 23:02,雙北 千 中 ！ 緊急
暴雨狂轟！10公路預警封路　南迴2路段傳災情,生活,2023/07/26 19:08,南迴 公路 ！ 預警 路段
Live／杜蘇芮慢慢蛇行！暴風圈觸陸5小時　籠罩南台灣,生活,2023/07/26 20:30,暴風圈 蛇行 南 小時 ！
台北第一間「無老鍋」正式熄燈　北上10年拆招牌永久停業,生活,2021/06/27 23:02,台北 第一 正式 永久 年
擔心傳染病毒...「超暖北北」讓醫師淚崩了：等出去我再吃飯,生活,2021/06/02 21:19,北北 等出去 擔心 病毒 醫師
星雲舍利子變「蝦皮人造礦石」！他酸佛光山盜圖反被罵翻…急刪文,生活,2023/02/14 20:49,星雲舍利子 酸佛光山 礦石 急刪文 人造
【英語多益通】颱風璨樹擦邊過　take a rain check不是雨天的支票！,生活,2021/09/13 18:46,颱風 璨樹 不 英語 雨天
群聚擴大憂疫情失控！　施景中曝「1真相」：還差非常遠,生活,2021/01/25 23:10,真相 擴大 ！ 非常 群聚
快訊／國道1號北上「火燒車」嚴重回堵　時速17公里龜行,生活,2020/06/27 21:34,火燒車 國道 龜行 北上 公里
台鐵南迴線、平溪深澳線明午前全面停駛　東西幹線8時後陸續停開,生活,2023/07/26 23:06,南迴線 東西 平溪 全面 明午
插畫家爆「白沙屯媽祖」開釋：病毒不長眼！　聖杯霸氣認證「我說的」,生活,2020/02/26 22:25,白沙屯 長眼 的 ！ 我
女學生過馬路「鬼遮眼亂衝」！遊覽車3秒極限煞停　驚悚影片曝光,生活,2022/06/30 20:43,遊覽車 馬路 曝光 極限 亂衝
雲林縣災害應變中心二級開設　沿海鄉鎮尚無風雨夜市照開,生活,2023/07/26 18:43,雲林縣 風雨 沿海 中心 尚
贊成「6／28解封」嗎？　網開民調「答案一面倒」：下次直升四級,生活,2021/06/22 19:55,贊成 一面倒 民調 四 6／28
快訊／台中高中生輕生案7人調職　教育局再宣布學務主任即起停聘,生活,2023/03/27 19:07,輕生案 高中生 台中 主任 宣布
桃園軌道願景館積木組裝賽　桃園捷運綠線車廂模型首次曝光,生活,2021/04/03 22:28,曝光 積木 車廂 軌道 願景館
Netflix寄生帳號掰了！　開始嚴抓「非同住者」想看先驗證裝置,生活,2023/02/01 20:58,非同住 netflix 寄生 帳號 開始
高鐵集電弓又自動下降！不同列車經苗栗就異常　鐵道局曝懷疑肇因,生活,2023/02/23 20:40,列車 高鐵 鐵道局 下降 電弓
插管確診病患遭「飛沫噴濺」！急診醫採檢出爐：我欠陳時中一條命,生活,2021/06/02 21:48,時中 出爐 插管 飛沫 確診
侯友宜批民進黨卡中部捷運　交部舉11案澄清：推動建設不分藍綠,生活,2023/12/24 18:06,民進黨卡 　交部 中部 澄清 藍綠
12星座「有機會突破現狀」！最新運勢一次看　處女投資有道,生活,2023/02/23 20:26,星座 處女 ！ 有道 運勢
華航加薪！工會喊話長榮不要輸　資方：年底調薪依績效適當獎勵,生活,2023/08/10 19:18,華航 加薪 年底 長榮 資方
科技男年收300萬想婚...拒180萬薪女主管　要找月入3萬交往原因曝,生活,2023/08/13 18:39,男年 薪女 原因 主管 科技
南港P3實驗室女研究員染疫「病毒量高」　雙北足跡一次看,生活,2021/12/09 20:35,雙北 南港 足跡 染疫 研究員
台南野生海龜「背甲有佛」！水中詭現鮮紅大字　眾人怒：這是殺生,生活,2023/06/13 23:00,海龜 台南 殺生 大字 水
他4年內開出百家美髮沙龍　發展事業這「3資源」缺一不可,生活,2021/04/27 21:13,開出 不可 資源 發展 沙龍
日本神人預測「只有這縣市沒中」　PTT激喊：國師阿,生活,2022/11/26 21:38,阿 國師 只有 中 神人
立陶宛捐台2萬劑疫苗　他曝兩國2大關聯：任何地緣政治都很難取代,生活,2021/06/22 19:49,立陶宛 政治 地緣 取代 國
北部醫院染疫醫「感染源」曝光！　案812美返台60多歲男,生活,2021/01/16 22:15,曝光 北部 ！ 美 醫院
快訊／北市兒童新樂園爆「確診者足跡」！北捷回應了,生活,2022/04/06 21:22,北捷 北市 足跡 確診 樂園
確診死亡秒被火化…家屬留遺憾崩潰　陳時中回應了：沒規定要火化,生活,2021/06/02 21:07,火化 陳時中 規定 家屬 遺憾
快訊／18:41發生有感地震　震度4級以上　台北搖很大,生活,2021/09/13 18:43,台北 地震 發生 以上 有感
護理師遭砍傷陳時中致歉　剛動完刀的她暖回「一句話」讓人超不捨,生活,2021/06/02 21:04,超不捨 陳時中 一 動完 致歉
南台科技大學弱勢助學募款餐會　席開51桌募款近700萬元,生活,2021/12/26 19:12,南 元 700萬 大學 餐會
桃園某醫院「擴大採檢452人」　篩檢結果均為陰性,生活,2021/01/16 23:31,擴大 人 452 陰性 醫院
迪士尼旗下頻道要關台！觀眾看不到這部卡通大崩潰：要第四台幹嘛,生活,2023/06/13 20:46,迪士尼 第四台 頻道 ！ 旗下
快訊／北市府：百齡堤外停車場「明早恐積水」請盡速移車,生活,2022/10/22 21:49,停車場 車 北市府 積水 外
快訊／實驗室女爆陽性「本土+0破功？」　陳時中晚間9點親上火線說明,生活,2021/12/09 20:14,火線 本土 親上 說明 陽性
南投版「阿北出事了」！蛇行撞賓士…她嬌喘叫出來　網友狂重播,生活,2021/01/05 22:53,南投版 阿北 叫出來 行撞 賓士
快訊／指揮中心：即起入境「到檢疫地點」應搭防疫車　親友勿接,生活,2021/06/27 19:54,防疫車 地點 中心 快訊 親友
確診員工爆「不給快篩不清消」　正新輪胎：無症狀者不用快篩,生活,2022/05/14 18:44,不用 清消 不 確診 症狀
「蟋帥君」代表北上行銷台南新化　黃偉哲：邀請民眾來趟小鎮之旅！,生活,2020/07/10 22:42,民眾 台南 新化 行銷 帥君
台灣爭取疫苗代工再添助力！國衛院攜手藥廠建立mRNA技術平台,生活,2021/11/05 21:45,建立 mrna 平台 助力 代工
防疫女神表態「反萊豬公投」：不同意！　讓自由市場自然去淘汰,生活,2021/12/15 22:42,公投 同意 淘汰 表態 萊豬
快訊／有確診者足跡！健身工廠三多廠閉廠清消　22日恢復營業,生活,2022/01/21 18:51,健身 三多 清消 ！ 閉廠
金山漁港假日「群聚看海」！工作人員氣炸：別再拍了，全部離開,生活,2021/06/27 18:23,金山 全部 人員 假日 ！
東港「球棒猴」攔車砸窗！慘遭猛撞反擊　影片曝光網狂讚：好療癒,生活,2022/04/06 23:50,攔車 東港 曝光網 反擊 療癒
大甲媽禮生超正！性感禮服吸48萬人追蹤　素顏照曝光讓網瘋了,生活,2021/04/24 21:40,曝光 超正 大甲媽 禮生 ！
28歲女擁百萬年薪！2年前做業務行銷　1關鍵勇闖金融業晉升襄理,生活,2023/11/01 19:15,年薪 女擁 金融業 年 襄理
妹妹嫁外國男「全家都不知」！她揭隱憂求救　網反勸：都成年人了,生活,2022/06/24 21:09,成年人 不 都 外國 揭隱
咱們都是歹命人！活菩薩捐2130萬助548單親媽　86歲寡母傳愛50年,生活,2021/08/30 19:27,傳愛 歹命人 ！ 都 咱們
AirPods忘在海底撈！店員撿到竟帶回家　她一看定位怒了,生活,2023/08/13 21:12,airpods 定位 海 一 ！
百元小火鍋霸主出爐！老饕狂推「3家神店」太划算：CP值破表,生活,2022/04/06 23:38,神店 霸主 出爐 火鍋 ！
快抬頭！罕見天象「雙星拱月」今晚登場　夜空排一列美炸,生活,2023/02/23 20:59,雙星 天象 夜空 罕見 ！
Live／杜蘇芮發威！3縣市超大豪雨「紫爆」　陸警北擴2地區,生活,2023/07/26 23:30,地區 豪雨 縣市 紫爆 發威
